UPM,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,P2_3,FAC_VIV,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO
0100061,01,2,1,1,1,1,2,2,2,1,,885,00001,003,U,1,2
0100061,02,3,1,1,1,1,1,2,3,2,2,885,00001,003,U,1,2
0100061,05,3,1,1,1,1,1,1,2,1,,885,00001,003,U,1,2
0100061,04,3,1,1,1,1,1,2,4,1,,885,00001,003,U,1,2
0100061,03,2,1,1,1,2,2,2,1,1,,885,00001,003,U,1,2
0100069,02,3,1,1,1,1,1,2,2,1,,967,00002,003,U,1,2
0100069,03,2,1,1,1,1,1,1,4,1,,967,00002,003,U,1,2
0100069,04,3,1,1,1,1,1,1,5,2,2,967,00002,003,U,1,2
0100069,05,3,1,1,1,1,1,1,2,1,,967,00002,003,U,1,2
0100069,01,2,1,1,1,1,1,1,3,1,,967,00002,003,U,1,2
0100080,05,3,1,1,1,1,1,2,7,1,,1171,00003,004,U,1,3
0100080,01,3,1,1,1,1,1,1,3,1,,1171,00003,004,U,1,3
0100080,02,3,1,1,1,2,2,2,1,1,,1171,00003,004,U,1,3
0100080,03,1,1,1,1,1,1,1,4,1,,1171,00003,004,U,1,3
0100186,04,2,1,1,1,1,1,2,3,1,,1245,00004,004,U,1,3
0100186,05,2,1,1,1,1,1,2,5,2,2,1245,00004,004,U,1,3
0100186,02,3,1,1,1,1,1,2,6,1,,1245,00004,004,U,1,3
0100186,01,3,1,1,1,1,2,2,3,1,,1245,00004,004,U,1,3
0100218,03,2,1,1,1,1,1,2,1,1,,821,00005,003,U,1,2
0100218,05,2,1,5,1,2,2,2,5,1,,821,00005,003,U,1,2
0100218,01,3,1,1,1,1,2,1,2,1,,821,00005,003,U,1,2
0100266,02,2,1,1,1,1,1,1,5,1,,789,00006,004,U,1,3
0100266,05,3,1,1,1,1,1,1,4,1,,789,00006,004,U,1,3
0100266,01,2,1,1,1,1,1,2,3,1,,789,00006,004,U,1,3
0100315,04,3,1,1,1,1,1,1,3,1,,1196,00007,004,U,1,3
0100315,01,2,1,1,1,1,1,1,4,1,,1196,00007,004,U,1,3
0100315,05,3,1,1,1,1,1,1,4,1,,1196,00007,004,U,1,3
0100315,02,3,1,1,1,1,1,2,2,1,,1196,00007,004,U,1,3
0100315,03,3,1,1,1,1,2,1,3,1,,1196,00007,004,U,1,3
0100374,03,3,1,1,1,1,1,1,3,1,,505,00008,005,U,1,4
0100374,01,3,1,1,1,1,1,2,1,1,,505,00008,005,U,1,4
0100374,05,3,1,1,1,1,2,1,4,2,3,505,00008,005,U,1,4
0100374,04,3,1,1,1,1,1,1,2,1,,505,00008,005,U,1,4
0100374,02,3,1,1,1,1,1,1,5,1,,505,00008,005,U,1,4
0100398,05,3,1,1,1,1,1,1,3,1,,832,00009,003,U,1,2
0100398,04,2,1,1,1,1,1,1,5,1,,832,00009,003,U,1,2
0100398,03,2,1,1,1,1,1,2,4,1,,832,00009,003,U,1,2
0100398,02,3,1,1,1,1,1,1,4,1,,832,00009,003,U,1,2
0100456,05,2,1,1,1,1,1,2,2,1,,1065,00010,004,U,1,3
0100456,03,3,1,1,1,1,1,1,5,1,,1065,00010,004,U,1,3
0100456,01,3,1,1,1,1,1,1,3,1,,1065,00010,004,U,1,3
0100456,02,3,1,1,1,1,1,1,3,1,,1065,00010,004,U,1,3
0100456,04,3,1,1,1,1,1,2,4,1,,1065,00010,004,U,1,3
0100498,03,3,1,1,1,1,1,1,3,1,,461,00011,005,U,1,4
0100498,01,3,1,1,1,1,1,1,3,1,,461,00011,005,U,1,4
0100498,04,3,1,1,1,1,1,1,4,1,,461,00011,005,U,1,4
0100498,05,3,1,1,1,1,1,1,4,1,,461,00011,005,U,1,4
0100540,05,3,1,1,1,1,1,2,4,1,,1194,00012,004,U,1,3
0100540,02,2,1,1,1,1,1,1,6,1,,1194,00012,004,U,1,3
0100540,01,2,1,1,1,1,1,1,3,1,,1194,00012,004,U,1,3
0100540,03,3,1,1,1,1,2,2,4,1,,1194,00012,004,U,1,3
0100540,04,2,1,1,1,1,1,1,4,1,,1194,00012,004,U,1,3
0100558,03,3,1,1,1,1,2,2,3,1,,1263,00013,004,U,1,3
0100558,01,3,1,1,1,2,1,2,3,1,,1263,00013,004,U,1,3
0100558,05,3,1,1,1,1,1,2,1,1,,1263,00013,004,U,1,3
0100558,02,3,1,1,1,1,1,2,1,1,,1263,00013,004,U,1,3
0100592,03,3,1,1,1,1,1,2,3,1,,1350,00014,004,U,1,3
0100592,04,3,1,1,1,1,1,1,3,1,,1350,00014,004,U,1,3
0100592,01,3,1,1,1,1,1,1,4,1,,1350,00014,004,U,1,3
0100592,05,3,1,1,1,1,1,1,3,1,,1350,00014,004,U,1,3
0100592,02,3,1,1,1,1,1,1,1,1,,1350,00014,004,U,1,3
0100620,05,2,1,1,1,1,1,1,8,1,,457,00015,005,U,1,4
0100620,03,3,1,1,1,1,1,1,1,1,,457,00015,005,U,1,4
0100620,01,3,1,1,1,1,1,1,3,1,,457,00015,005,U,1,4
0100661,03,3,1,1,1,1,1,1,4,1,,497,00016,005,U,1,4
0100661,01,3,1,1,1,1,1,1,2,1,,497,00016,005,U,1,4
0100661,05,3,1,1,1,1,1,2,1,1,,497,00016,005,U,1,4
0100661,04,3,1,1,1,1,1,1,4,1,,497,00016,005,U,1,4
0100663,01,3,1,1,1,1,1,1,2,1,,460,00017,005,U,1,4
0100663,02,3,1,1,1,1,1,1,2,1,,460,00017,005,U,1,4
0100663,03,3,1,1,1,1,1,1,1,1,,460,00017,005,U,1,4
0100663,04,3,1,1,1,1,1,1,3,1,,460,00017,005,U,1,4
0100663,05,3,1,1,1,1,1,1,3,1,,460,00017,005,U,1,4
0100674,03,3,1,1,1,1,1,1,4,1,,444,00018,005,U,1,4
0100674,01,3,1,1,1,1,1,1,3,1,,444,00018,005,U,1,4
0100674,04,3,1,1,1,1,1,1,1,1,,444,00018,005,U,1,4
0100674,02,3,1,1,1,1,1,1,3,1,,444,00018,005,U,1,4
0100699,05,3,1,1,1,1,1,1,3,1,,1360,00019,004,U,1,3
0100699,02,3,1,1,1,1,1,1,3,1,,1360,00019,004,U,1,3
0100699,01,3,1,1,1,1,1,1,4,1,,1360,00019,004,U,1,3
0100699,03,3,1,1,1,1,1,2,1,1,,1360,00019,004,U,1,3
0100703,03,3,1,1,1,1,1,1,2,1,,1267,00020,004,U,1,3
0100703,01,3,1,1,1,1,1,2,2,1,,1267,00020,004,U,1,3
0100703,04,3,1,1,1,1,1,2,3,1,,1267,00020,004,U,1,3
0100703,05,3,1,1,1,1,1,1,3,1,,1267,00020,004,U,1,3
0100703,02,3,1,1,1,1,1,2,1,1,,1267,00020,004,U,1,3
0100736,05,2,1,1,1,1,1,2,2,1,,1230,00021,004,U,1,3
0100736,02,3,1,1,1,1,1,2,3,1,,1230,00021,004,U,1,3
0100736,04,3,1,1,1,1,1,1,10,1,,1230,00021,004,U,1,3
0100736,01,2,1,1,1,1,1,2,6,1,,1230,00021,004,U,1,3
0100743,03,1,5,1,2,2,2,2,1,1,,1009,00022,003,U,1,2
0100743,02,2,1,1,1,1,1,1,5,1,,1009,00022,003,U,1,2
0100743,04,2,1,1,1,1,1,1,4,1,,1009,00022,003,U,1,2
0100743,01,2,1,1,1,1,1,2,2,1,,1009,00022,003,U,1,2
0100743,05,3,1,1,1,1,1,1,3,1,,1009,00022,003,U,1,2
0100794,03,3,1,1,1,1,1,1,1,1,,1178,00023,004,U,1,3
0100794,04,2,1,1,2,2,2,2,2,1,,1178,00023,004,U,1,3
0100794,01,2,1,1,1,1,1,2,3,1,,1178,00023,004,U,1,3
0100794,02,3,1,1,1,1,1,1,5,1,,1178,00023,004,U,1,3
0100794,05,2,1,1,1,1,1,2,4,1,,1178,00023,004,U,1,3
0100798,03,3,1,1,1,1,2,2,1,1,,422,00024,005,U,1,4
0100798,01,3,1,1,1,1,1,1,4,1,,422,00024,005,U,1,4
0100798,05,3,1,1,1,1,1,1,5,1,,422,00024,005,U,1,4
0100798,02,3,1,1,1,1,1,1,5,1,,422,00024,005,U,1,4
0100927,02,3,1,1,1,1,1,2,3,1,,1209,00025,004,U,1,3
0100927,04,3,1,1,1,1,1,1,4,1,,1209,00025,004,U,1,3
0100957,05,3,1,1,1,1,1,2,4,1,,1275,00026,004,U,1,3
0100957,04,2,1,1,1,1,1,2,3,1,,1275,00026,004,U,1,3
0100957,01,3,1,1,1,1,1,1,6,1,,1275,00026,004,U,1,3
0100957,03,2,1,1,1,1,2,2,4,1,,1275,00026,004,U,1,3
0101067,05,2,1,1,1,1,1,2,4,1,,990,00027,004,U,1,3
0101067,01,3,1,1,1,1,1,2,5,1,,990,00027,004,U,1,3
0101067,04,3,1,1,1,1,1,1,3,1,,990,00027,004,U,1,3
0101175,05,3,1,1,1,1,1,1,4,1,,1131,00028,004,U,1,3
0101175,04,3,1,1,1,1,1,1,3,1,,1131,00028,004,U,1,3
0101175,03,3,1,1,1,1,1,2,3,1,,1131,00028,004,U,1,3
0101175,01,3,1,1,1,1,1,1,4,1,,1131,00028,004,U,1,3
0101175,02,3,1,1,1,1,1,2,2,1,,1131,00028,004,U,1,3
0101204,05,2,1,1,1,1,1,1,5,1,,933,00029,003,U,1,2
0101204,01,3,1,1,1,1,1,1,2,1,,933,00029,003,U,1,2
0101204,03,3,1,1,1,1,1,1,5,1,,933,00029,003,U,1,2
0101204,04,2,1,1,1,1,1,2,3,1,,933,00029,003,U,1,2
0101204,02,2,1,1,1,1,1,2,7,1,,933,00029,003,U,1,2
0101322,05,3,1,1,1,1,1,1,5,1,,1289,00030,004,U,1,3
0101322,02,3,1,1,1,1,1,1,4,1,,1289,00030,004,U,1,3
0101322,03,3,1,1,1,1,1,1,4,1,,1289,00030,004,U,1,3
0101322,01,3,1,1,1,1,1,1,6,1,,1289,00030,004,U,1,3
0101329,02,3,1,1,1,1,1,2,5,1,,1374,00031,004,U,1,3
0101329,03,3,1,1,1,1,1,2,1,1,,1374,00031,004,U,1,3
0101329,04,3,1,1,1,1,1,2,6,1,,1374,00031,004,U,1,3
0101329,01,3,1,1,1,1,1,1,4,1,,1374,00031,004,U,1,3
0101329,05,3,1,1,1,1,1,2,2,1,,1374,00031,004,U,1,3
0101345,03,3,1,1,1,1,1,1,4,1,,1199,00032,004,U,1,3
0101345,05,3,1,1,1,1,1,1,5,1,,1199,00032,004,U,1,3
0101345,01,3,1,1,1,1,1,2,5,1,,1199,00032,004,U,1,3
0101345,04,3,1,1,1,1,2,2,5,2,3,1199,00032,004,U,1,3
0101345,02,3,1,1,1,1,1,2,5,1,,1199,00032,004,U,1,3
0101375,04,3,1,1,1,1,2,2,4,1,,473,00033,005,U,1,4
0101375,03,3,1,1,1,1,1,2,5,1,,473,00033,005,U,1,4
0101375,05,3,1,1,1,1,1,1,4,1,,473,00033,005,U,1,4
0101378,05,3,1,1,1,1,1,1,5,1,,1042,00034,003,U,1,2
0101378,02,3,1,1,1,1,1,1,9,1,,1042,00034,003,U,1,2
0101378,04,2,1,1,1,1,1,1,5,1,,1042,00034,003,U,1,2
0101378,01,3,1,1,1,1,1,1,7,1,,1042,00034,003,U,1,2
0101378,03,3,1,1,1,1,1,2,5,1,,1042,00034,003,U,1,2
0101409,05,3,1,1,1,1,1,1,6,1,,575,00035,005,U,1,4
0101409,02,3,1,1,1,1,1,2,1,1,,575,00035,005,U,1,4
0101409,01,3,1,1,1,1,1,2,3,1,,575,00035,005,U,1,4
0101409,03,3,1,1,1,1,1,2,1,1,,575,00035,005,U,1,4
0101409,04,3,1,1,1,1,1,2,5,1,,575,00035,005,U,1,4
0101410,03,3,1,1,1,1,1,2,3,1,,484,00036,005,U,1,4
0101410,01,3,1,1,1,1,1,1,5,1,,484,00036,005,U,1,4
0101410,02,3,1,1,1,1,1,1,5,1,,484,00036,005,U,1,4
0101439,01,3,1,1,1,1,1,1,1,1,,476,00037,005,U,1,4
0101439,05,2,1,1,1,1,1,1,4,1,,476,00037,005,U,1,4
0101439,02,3,1,1,1,1,1,1,1,1,,476,00037,005,U,1,4
0101439,03,3,1,1,1,1,1,1,4,1,,476,00037,005,U,1,4
0101497,02,2,1,1,1,1,1,2,6,1,,466,00038,005,U,1,4
0101497,01,3,1,1,1,1,1,2,4,1,,466,00038,005,U,1,4
0101497,05,3,1,1,1,1,1,1,5,1,,466,00038,005,U,1,4
0101497,04,2,1,1,1,2,2,2,3,1,,466,00038,005,U,1,4
0101497,03,3,1,1,1,1,1,1,4,1,,466,00038,005,U,1,4
0101500,02,2,1,1,1,1,1,1,2,1,,481,00039,005,U,1,4
0101500,03,3,1,1,1,1,1,2,3,1,,481,00039,005,U,1,4
0101500,04,3,1,1,1,1,1,1,3,1,,481,00039,005,U,1,4
0101502,05,3,1,1,1,1,1,1,4,1,,473,00040,005,U,1,4
0101502,04,3,1,1,1,1,1,1,4,1,,473,00040,005,U,1,4
0101502,03,3,1,1,1,1,1,1,2,1,,473,00040,005,U,1,4
0101502,01,3,1,1,1,1,1,1,3,1,,473,00040,005,U,1,4
0101509,01,2,1,1,1,1,1,1,4,1,,1193,00041,003,U,1,2
0101509,03,3,1,1,1,1,2,2,5,1,,1193,00041,003,U,1,2
0101509,04,3,1,1,1,1,1,1,5,1,,1193,00041,003,U,1,2
0101509,05,3,1,1,1,1,2,2,2,1,,1193,00041,003,U,1,2
0101509,02,2,1,1,1,2,2,2,6,1,,1193,00041,003,U,1,2
0101513,04,2,1,1,1,1,1,2,6,1,,1155,00042,003,U,1,2
0101513,05,3,1,1,1,1,1,1,2,1,,1155,00042,003,U,1,2
0101513,02,2,1,1,1,1,1,1,4,1,,1155,00042,003,U,1,2
0101513,03,2,1,1,1,1,1,1,9,1,,1155,00042,003,U,1,2
0101513,01,2,1,1,1,1,1,1,10,1,,1155,00042,003,U,1,2
0101524,05,3,1,1,1,1,2,2,2,1,,462,00043,005,U,1,4
0101524,02,3,1,1,1,1,1,1,7,1,,462,00043,005,U,1,4
0101524,03,3,1,1,1,1,1,2,7,1,,462,00043,005,U,1,4
0101524,01,3,1,1,1,1,2,2,2,1,,462,00043,005,U,1,4
0101524,04,3,1,1,1,1,1,1,4,1,,462,00043,005,U,1,4
0101563,02,2,1,1,1,1,1,2,3,1,,457,00044,005,U,1,4
0101563,01,3,1,1,1,1,1,1,5,1,,457,00044,005,U,1,4
0101563,05,3,1,1,1,1,1,1,4,1,,457,00044,005,U,1,4
0101563,03,3,1,1,1,1,1,1,3,1,,457,00044,005,U,1,4
0101567,01,3,1,1,1,1,1,1,3,1,,490,00045,005,U,1,4
0101567,04,3,1,1,1,1,1,1,1,1,,490,00045,005,U,1,4
0101567,05,3,1,1,1,1,2,2,1,1,,490,00045,005,U,1,4
0101573,03,3,1,1,1,1,1,2,2,1,,977,00046,003,U,1,2
0101573,02,3,1,1,1,1,1,1,2,1,,977,00046,003,U,1,2
0101573,01,3,1,1,1,1,1,1,5,1,,977,00046,003,U,1,2
0101573,04,3,1,1,1,1,1,1,4,1,,977,00046,003,U,1,2
0101573,05,2,1,1,1,1,1,1,4,1,,977,00046,003,U,1,2
0101581,04,2,1,1,1,1,1,1,4,1,,1005,00047,003,U,1,2
0101581,03,2,1,1,1,1,1,1,3,1,,1005,00047,003,U,1,2
0101581,02,3,1,1,1,2,2,1,4,1,,1005,00047,003,U,1,2
0101581,01,3,1,1,1,1,1,2,6,1,,1005,00047,003,U,1,2
0101581,05,3,1,1,1,1,1,1,3,1,,1005,00047,003,U,1,2
0101601,04,2,1,1,1,1,1,2,5,1,,1188,00048,004,U,1,3
0101601,05,3,1,1,1,1,1,1,6,1,,1188,00048,004,U,1,3
0101601,01,2,1,1,1,1,1,1,2,1,,1188,00048,004,U,1,3
0101601,02,3,1,1,1,1,1,1,3,1,,1188,00048,004,U,1,3
0101601,03,2,1,1,1,1,1,1,7,1,,1188,00048,004,U,1,3
0101617,04,3,1,1,1,1,1,1,4,1,,467,00049,005,U,1,4
0101617,05,2,1,1,1,1,1,1,5,1,,467,00049,005,U,1,4
0101617,02,3,1,1,1,1,1,1,4,1,,467,00049,005,U,1,4
0101617,01,3,1,1,1,1,1,1,4,1,,467,00049,005,U,1,4
0101622,02,3,1,1,1,1,1,1,3,1,,504,00050,005,U,1,4
0101622,01,3,1,1,1,1,1,1,3,1,,504,00050,005,U,1,4
0101622,04,3,1,1,1,1,2,2,5,1,,504,00050,005,U,1,4
0101622,03,3,1,1,1,1,1,1,2,1,,504,00050,005,U,1,4
0101656,05,3,1,1,1,1,1,2,3,1,,510,00051,005,U,1,4
0101656,04,3,1,1,1,1,1,1,1,1,,510,00051,005,U,1,4
0101656,03,3,1,1,1,1,1,1,2,1,,510,00051,005,U,1,4
0101656,01,3,1,1,1,1,1,1,5,1,,510,00051,005,U,1,4
0101656,02,3,1,1,1,1,1,1,1,1,,510,00051,005,U,1,4
0101680,04,2,1,1,1,1,1,2,4,1,,880,00052,003,U,1,2
0101680,02,2,1,1,1,1,1,1,3,1,,880,00052,003,U,1,2
0101680,01,3,1,1,1,1,1,1,4,1,,880,00052,003,U,1,2
0101680,03,2,1,1,1,2,1,1,6,1,,880,00052,003,U,1,2
0101680,05,3,1,1,1,1,1,1,4,1,,880,00052,003,U,1,2
0101694,01,3,1,1,1,1,1,1,4,1,,472,00053,005,U,1,4
0101694,03,3,1,1,1,1,1,1,3,1,,472,00053,005,U,1,4
0101694,04,3,1,1,1,1,2,1,1,1,,472,00053,005,U,1,4
0101720,04,3,1,1,1,1,1,1,3,1,,558,00054,005,U,1,4
0101720,03,2,1,1,1,1,2,1,2,1,,558,00054,005,U,1,4
0101720,02,3,1,1,1,1,1,2,3,1,,558,00054,005,U,1,4
0101720,01,3,1,1,1,1,1,2,3,1,,558,00054,005,U,1,4
0101736,02,3,1,1,1,1,1,1,5,1,,475,00055,005,U,1,4
0101736,04,3,1,1,1,1,1,1,4,1,,475,00055,005,U,1,4
0101736,05,3,1,1,1,1,1,1,5,1,,475,00055,005,U,1,4
0101736,01,3,1,1,1,1,1,1,3,1,,475,00055,005,U,1,4
0101736,03,3,1,1,1,1,1,1,5,1,,475,00055,005,U,1,4
0101809,01,3,1,1,1,1,1,1,5,1,,985,00056,003,U,1,2
0101809,02,3,1,1,1,1,1,1,3,1,,985,00056,003,U,1,2
0101809,05,3,1,1,1,1,1,1,5,1,,985,00056,003,U,1,2
0101809,04,2,1,1,1,1,1,2,3,1,,985,00056,003,U,1,2
0101809,03,2,1,1,1,1,1,1,3,1,,985,00056,003,U,1,2
0101818,05,2,1,1,1,1,1,1,3,1,,829,00057,003,U,1,2
0101818,04,2,1,1,1,1,1,1,4,1,,829,00057,003,U,1,2
0101818,02,2,1,1,1,1,1,2,7,1,,829,00057,003,U,1,2
0101818,03,3,1,1,1,1,2,2,2,1,,829,00057,003,U,1,2
0101818,01,2,1,1,1,1,2,2,3,1,,829,00057,003,U,1,2
0101858,05,3,1,1,1,1,1,1,5,1,,490,00058,005,U,1,4
0101858,01,3,1,1,1,1,1,1,6,1,,490,00058,005,U,1,4
0101858,03,3,1,1,1,1,2,2,1,1,,490,00058,005,U,1,4
0101858,02,3,1,1,1,1,1,2,5,1,,490,00058,005,U,1,4
0101858,04,3,1,1,1,1,1,1,5,1,,490,00058,005,U,1,4
0101924,04,3,1,1,1,1,1,2,4,1,,998,00059,003,U,1,2
0101924,01,3,1,1,1,1,1,2,4,1,,998,00059,003,U,1,2
0101924,03,2,1,1,1,2,2,2,2,1,,998,00059,003,U,1,2
0101924,05,3,1,1,1,1,1,2,2,1,,998,00059,003,U,1,2
0101963,03,3,1,1,1,1,1,1,4,1,,543,00060,005,U,1,4
0101963,02,3,1,1,1,1,1,1,5,1,,543,00060,005,U,1,4
0101963,01,3,1,1,1,1,1,1,4,1,,543,00060,005,U,1,4
0101963,04,3,1,1,1,1,1,1,4,1,,543,00060,005,U,1,4
0101963,05,3,1,1,1,1,1,1,4,1,,543,00060,005,U,1,4
0102095,04,3,1,1,1,1,1,2,4,1,,987,00061,006,U,2,2
0102095,05,2,1,1,1,1,2,2,6,1,,987,00061,006,U,2,2
0102095,02,2,1,1,1,1,1,2,8,2,2,987,00061,006,U,2,2
0102095,01,2,5,1,1,1,1,1,4,1,,987,00061,006,U,2,2
0102107,01,2,1,1,1,1,1,1,7,1,,1005,00062,006,U,2,2
0102107,02,3,1,1,1,1,1,1,4,1,,1005,00062,006,U,2,2
0102107,03,2,1,1,1,1,1,1,6,1,,1005,00062,006,U,2,2
0102107,05,3,1,1,1,1,1,2,4,1,,1005,00062,006,U,2,2
0102107,04,3,1,1,1,1,1,2,6,1,,1005,00062,006,U,2,2
0102172,10,2,1,1,1,1,1,2,4,2,2,820,00063,001,U,2,3
0102172,08,2,1,1,1,1,1,2,4,1,,820,00063,001,U,2,3
0102172,09,3,1,1,1,1,1,1,3,1,,820,00063,001,U,2,3
0102172,11,3,1,1,1,1,1,1,5,1,,820,00063,001,U,2,3
0102172,12,3,1,1,1,1,1,2,3,1,,820,00063,001,U,2,3
0102172,15,3,1,1,1,1,2,2,4,1,,820,00063,001,U,2,3
0102172,01,2,1,1,1,1,1,2,2,1,,820,00063,001,U,2,3
0102172,02,3,1,1,1,1,1,1,3,1,,820,00063,001,U,2,3
0102172,19,3,1,1,1,1,1,1,1,1,,820,00063,001,U,2,3
0102172,18,2,1,1,1,1,1,2,4,1,,820,00063,001,U,2,3
0102172,17,2,1,1,1,1,1,1,4,1,,820,00063,001,U,2,3
0102172,16,3,1,1,1,1,1,1,5,1,,820,00063,001,U,2,3
0102172,14,3,1,1,1,1,1,1,4,1,,820,00063,001,U,2,3
0102172,20,3,1,1,1,1,1,1,6,1,,820,00063,001,U,2,3
0102172,06,3,1,1,1,1,1,1,4,1,,820,00063,001,U,2,3
0102172,05,2,1,1,1,1,1,1,3,1,,820,00063,001,U,2,3
0102172,04,2,1,1,1,1,1,2,3,1,,820,00063,001,U,2,3
0102172,03,3,1,1,1,1,1,1,5,1,,820,00063,001,U,2,3
0102172,13,3,1,1,1,1,1,1,4,1,,820,00063,001,U,2,3
0102207,15,2,1,1,1,1,1,1,3,1,,748,00064,001,U,2,2
0102207,17,2,1,1,1,1,1,2,4,1,,748,00064,001,U,2,2
0102207,18,2,1,1,1,1,1,1,2,1,,748,00064,001,U,2,2
0102207,19,2,1,1,1,1,2,1,1,1,,748,00064,001,U,2,2
0102207,20,2,1,1,1,2,2,2,3,1,,748,00064,001,U,2,2
0102207,02,2,1,1,1,1,1,1,4,1,,748,00064,001,U,2,2
0102207,04,3,1,1,1,1,1,1,3,1,,748,00064,001,U,2,2
0102207,05,3,1,1,1,1,1,2,6,1,,748,00064,001,U,2,2
0102207,07,2,1,1,1,2,2,2,6,1,,748,00064,001,U,2,2
0102207,10,3,1,1,1,1,1,1,3,1,,748,00064,001,U,2,2
0102207,09,2,1,1,1,2,2,2,1,1,,748,00064,001,U,2,2
0102207,11,2,1,1,1,1,1,2,3,1,,748,00064,001,U,2,2
0102207,12,2,1,1,1,1,1,1,2,1,,748,00064,001,U,2,2
0102207,13,2,1,1,1,1,1,2,1,1,,748,00064,001,U,2,2
0102207,14,2,1,1,1,1,1,1,4,1,,748,00064,001,U,2,2
0102207,01,3,1,1,1,1,1,1,4,1,,748,00064,001,U,2,2
0102207,06,2,2,1,1,1,1,1,4,1,,748,00064,001,U,2,2
0102207,08,2,1,1,1,2,1,1,4,1,,748,00064,001,U,2,2
0102207,16,3,1,1,1,1,1,2,6,1,,748,00064,001,U,2,2
0102239,03,3,1,1,1,1,1,1,7,2,2,1421,00065,006,U,3,3
0102239,02,2,1,1,1,1,1,1,7,1,,1421,00065,006,U,3,3
0102239,01,3,1,1,1,1,1,1,5,1,,1421,00065,006,U,3,3
0102239,05,2,4,1,2,2,2,2,2,1,,1421,00065,006,U,3,3
0102339,04,2,1,1,1,1,1,1,4,1,,1094,00066,001,U,3,2
0102339,09,2,1,1,1,1,1,2,6,2,2,1094,00066,001,U,3,2
0102339,05,3,1,1,1,1,1,1,2,1,,1094,00066,001,U,3,2
0102339,15,3,1,1,1,1,1,1,3,1,,1094,00066,001,U,3,2
0102339,20,3,1,1,1,1,1,2,6,1,,1094,00066,001,U,3,2
0102339,12,3,1,1,1,1,1,1,4,1,,1094,00066,001,U,3,2
0102339,17,3,1,1,1,1,1,1,4,1,,1094,00066,001,U,3,2
0102339,18,2,1,1,1,1,1,1,2,1,,1094,00066,001,U,3,2
0102339,14,3,1,1,1,1,1,1,3,1,,1094,00066,001,U,3,2
0102339,19,2,1,1,1,1,1,2,4,1,,1094,00066,001,U,3,2
0102339,07,3,1,1,1,1,1,1,1,1,,1094,00066,001,U,3,2
0102339,08,2,1,1,1,1,1,2,3,1,,1094,00066,001,U,3,2
0102339,01,3,1,1,1,1,1,2,3,1,,1094,00066,001,U,3,2
0102339,02,2,1,1,1,1,1,1,2,1,,1094,00066,001,U,3,2
0102339,03,2,1,1,1,2,2,2,4,1,,1094,00066,001,U,3,2
0102339,06,3,1,1,1,2,1,1,1,1,,1094,00066,001,U,3,2
0102339,16,2,1,1,1,1,1,1,6,1,,1094,00066,001,U,3,2
0102339,11,2,1,1,1,1,1,1,5,1,,1094,00066,001,U,3,2
0102339,10,2,1,1,1,1,1,2,8,1,,1094,00066,001,U,3,2
0102339,13,3,1,1,1,1,2,1,6,1,,1094,00066,001,U,3,2
0160021,03,3,1,1,1,1,1,1,3,1,,524,00067,002,R,4,2
0160021,08,3,1,1,1,1,2,1,1,1,,524,00067,002,R,4,2
0160021,05,3,1,1,1,1,1,1,4,1,,524,00067,002,R,4,2
0160021,06,3,1,1,1,1,1,1,2,1,,524,00067,002,R,4,2
0160021,17,3,1,1,1,1,1,1,5,1,,524,00067,002,R,4,2
0160021,11,3,1,1,1,1,1,1,4,1,,524,00067,002,R,4,2
0160021,18,3,1,1,1,1,1,1,3,1,,524,00067,002,R,4,2
0160021,10,3,1,1,1,1,1,1,2,1,,524,00067,002,R,4,2
0160021,12,3,1,1,1,1,1,1,5,1,,524,00067,002,R,4,2
0160021,14,3,1,1,1,1,1,1,3,1,,524,00067,002,R,4,2
0160021,15,3,1,1,1,1,1,1,4,1,,524,00067,002,R,4,2
0160021,16,3,1,1,1,1,1,1,4,1,,524,00067,002,R,4,2
0160021,07,3,1,1,1,1,1,1,4,1,,524,00067,002,R,4,2
0160021,09,3,1,1,1,1,1,1,6,1,,524,00067,002,R,4,2
0160021,19,3,1,1,1,1,1,1,3,1,,524,00067,002,R,4,2
0160021,02,3,1,1,1,1,1,1,4,1,,524,00067,002,R,4,2
0160021,01,3,1,1,1,1,1,1,2,1,,524,00067,002,R,4,2
0160021,04,3,1,1,1,1,1,2,4,1,,524,00067,002,R,4,2
0160036,07,3,1,1,1,1,1,1,8,1,,402,00068,002,R,4,2
0160036,04,2,1,1,1,1,1,1,6,1,,402,00068,002,R,4,2
0160036,03,3,1,1,1,1,1,1,3,1,,402,00068,002,R,4,2
0160036,02,2,1,1,1,1,1,2,1,1,,402,00068,002,R,4,2
0160036,01,3,1,1,1,1,1,2,4,1,,402,00068,002,R,4,2
0160036,12,3,1,1,1,1,1,1,2,1,,402,00068,002,R,4,2
0160036,05,3,1,1,1,1,1,1,6,1,,402,00068,002,R,4,2
0160036,13,2,2,1,1,1,1,1,4,1,,402,00068,002,R,4,2
0160036,18,3,1,1,1,1,1,1,6,1,,402,00068,002,R,4,2
0160036,11,2,6,1,1,1,2,2,1,1,,402,00068,002,R,4,2
0160036,08,3,1,1,1,1,1,1,4,1,,402,00068,002,R,4,2
0160036,20,2,1,1,1,1,1,1,6,1,,402,00068,002,R,4,2
