UPM,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,P2_3,FAC_VIV,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO
2603128,05,2,1,1,1,1,1,1,3,1,,952,02352,227,U,1,4
2603128,04,3,1,1,1,1,1,1,6,1,,952,02352,227,U,1,4
2603145,03,3,1,1,1,1,2,2,1,1,,1244,02353,227,U,1,4
2603145,05,3,1,1,1,1,1,1,3,1,,1244,02353,227,U,1,4
2603145,01,2,1,1,1,1,1,1,3,1,,1244,02353,227,U,1,4
2603145,04,2,1,1,1,1,1,1,7,1,,1244,02353,227,U,1,4
2603184,05,1,1,2,1,1,2,2,4,1,,173,02354,224,U,1,1
2603184,04,2,2,2,1,1,2,2,1,1,,173,02354,224,U,1,1
2603184,02,1,1,1,1,1,1,1,11,1,,173,02354,224,U,1,1
2603184,01,2,1,2,1,1,1,1,3,1,,173,02354,224,U,1,1
2603184,03,3,1,1,1,1,1,2,1,1,,173,02354,224,U,1,1
2603224,04,2,5,5,1,1,2,1,5,1,,220,02355,224,U,1,1
2603224,03,2,2,5,1,1,1,1,6,1,,220,02355,224,U,1,1
2603224,05,3,2,5,1,1,1,1,1,1,,220,02355,224,U,1,1
2603224,01,2,1,5,1,1,1,1,5,1,,220,02355,224,U,1,1
2603337,04,3,1,1,1,1,1,1,4,1,,841,02356,227,U,1,4
2603337,02,3,1,1,1,1,1,1,4,1,,841,02356,227,U,1,4
2603337,03,3,1,1,1,1,1,1,5,1,,841,02356,227,U,1,4
2603337,05,3,1,1,1,1,1,1,3,1,,841,02356,227,U,1,4
2603337,01,3,1,1,1,1,1,1,5,1,,841,02356,227,U,1,4
2603551,01,3,1,1,1,1,1,1,3,1,,901,02357,227,U,1,4
2603551,03,3,1,1,1,1,1,1,5,1,,901,02357,227,U,1,4
2603551,04,3,1,1,1,1,1,1,4,1,,901,02357,227,U,1,4
2603551,02,3,1,1,1,1,1,1,3,1,,901,02357,227,U,1,4
2603551,05,3,1,1,1,1,2,1,2,1,,901,02357,227,U,1,4
2603649,03,2,1,1,1,1,1,1,2,1,,192,02358,224,U,1,1
2603649,05,3,1,1,1,1,2,2,4,1,,192,02358,224,U,1,1
2603649,04,3,1,1,1,1,1,1,2,1,,192,02358,224,U,1,1
2603649,01,2,1,1,1,1,2,1,4,1,,192,02358,224,U,1,1
2603649,02,3,1,1,1,1,2,2,2,1,,192,02358,224,U,1,1
2603686,03,3,1,1,1,1,1,1,2,1,,2830,02359,226,U,1,3
2603686,04,3,1,1,1,1,1,1,4,1,,2830,02359,226,U,1,3
2603686,05,3,1,1,1,1,1,1,4,1,,2830,02359,226,U,1,3
2603686,01,3,1,1,1,1,1,1,2,1,,2830,02359,226,U,1,3
2603686,02,3,1,1,1,1,1,2,2,1,,2830,02359,226,U,1,3
2603725,01,3,1,1,1,1,1,1,4,1,,1700,02360,225,U,1,2
2603725,03,2,1,1,1,1,1,1,5,1,,1700,02360,225,U,1,2
2603725,02,3,1,1,1,1,1,1,2,1,,1700,02360,225,U,1,2
2603725,04,2,1,1,1,1,1,1,3,1,,1700,02360,225,U,1,2
2603725,05,3,1,1,1,1,1,1,5,1,,1700,02360,225,U,1,2
2603849,02,2,1,2,1,1,2,2,4,1,,194,02361,224,U,1,1
2603849,03,3,1,1,1,1,2,1,5,1,,194,02361,224,U,1,1
2603849,01,2,1,1,1,1,2,2,3,1,,194,02361,224,U,1,1
2603849,04,2,1,1,1,1,1,1,4,1,,194,02361,224,U,1,1
2603937,04,2,1,1,1,1,1,1,2,1,,232,02362,224,U,1,1
2603937,05,3,1,2,1,1,1,1,2,1,,232,02362,224,U,1,1
2603937,03,2,1,2,1,1,2,1,4,1,,232,02362,224,U,1,1
2603937,02,3,1,1,1,1,2,1,4,1,,232,02362,224,U,1,1
2603957,05,2,1,1,1,1,1,1,4,1,,224,02363,224,U,1,1
2603957,01,2,1,1,1,1,1,1,3,1,,224,02363,224,U,1,1
2603957,02,2,2,1,1,1,2,2,2,1,,224,02363,224,U,1,1
2603972,04,3,1,1,1,1,1,1,4,1,,860,02364,227,U,1,4
2603972,05,3,1,1,1,1,1,2,2,1,,860,02364,227,U,1,4
2603972,01,3,1,1,1,1,2,2,4,1,,860,02364,227,U,1,4
2603972,02,3,1,1,1,1,2,1,3,1,,860,02364,227,U,1,4
2603972,03,3,1,1,1,1,2,1,2,1,,860,02364,227,U,1,4
2604056,02,2,1,1,1,1,2,1,2,1,,2182,02365,226,U,1,3
2604056,01,3,1,1,1,1,1,1,4,1,,2182,02365,226,U,1,3
2604056,04,3,1,1,1,1,1,1,1,1,,2182,02365,226,U,1,3
2604056,05,3,1,1,1,1,1,1,2,1,,2182,02365,226,U,1,3
2604056,03,3,1,1,1,1,1,1,2,1,,2182,02365,226,U,1,3
2604122,03,2,1,1,1,1,2,1,5,1,,1665,02366,225,U,1,2
2604122,05,2,1,1,1,1,1,1,6,1,,1665,02366,225,U,1,2
2604122,04,3,1,1,1,1,1,1,3,1,,1665,02366,225,U,1,2
2604122,02,3,1,1,1,1,1,1,4,1,,1665,02366,225,U,1,2
2604122,01,2,2,1,1,2,2,2,1,1,,1665,02366,225,U,1,2
2604139,03,2,2,1,1,1,2,1,1,1,,2093,02367,225,U,1,2
2604139,02,2,2,1,1,1,1,2,1,1,,2093,02367,225,U,1,2
2604336,02,2,1,2,1,1,2,2,5,1,,158,02368,224,U,1,1
2604336,04,2,5,2,1,1,1,2,4,1,,158,02368,224,U,1,1
2604336,05,2,1,1,1,1,1,2,1,1,,158,02368,224,U,1,1
2604349,01,2,5,2,1,1,2,1,5,1,,260,02369,224,U,1,1
2604349,03,2,1,2,1,1,2,2,2,1,,260,02369,224,U,1,1
2604349,04,2,5,2,1,1,1,2,6,1,,260,02369,224,U,1,1
2604422,03,2,1,2,1,1,1,1,5,1,,166,02370,224,U,1,1
2604422,05,3,1,1,1,1,1,1,4,1,,166,02370,224,U,1,1
2604422,01,2,1,1,1,1,1,1,2,1,,166,02370,224,U,1,1
2604422,02,3,1,1,1,1,2,2,2,1,,166,02370,224,U,1,1
2604468,01,2,5,2,1,1,1,2,5,1,,1908,02371,225,U,1,2
2604468,05,3,1,2,1,1,1,2,5,1,,1908,02371,225,U,1,2
2604468,03,3,1,1,1,1,1,1,5,1,,1908,02371,225,U,1,2
2604468,04,2,5,2,1,2,2,2,1,1,,1908,02371,225,U,1,2
2604468,02,2,1,2,1,1,1,1,5,1,,1908,02371,225,U,1,2
2604478,03,3,5,2,1,1,2,1,5,1,,250,02372,224,U,1,1
2604478,02,2,5,2,1,1,1,1,4,1,,250,02372,224,U,1,1
2604478,04,2,1,1,1,1,2,1,1,1,,250,02372,224,U,1,1
2604478,01,2,1,2,1,1,1,2,1,1,,250,02372,224,U,1,1
2604491,05,2,5,1,1,1,1,1,5,1,,207,02373,224,U,1,1
2604491,04,2,5,1,1,1,1,2,7,1,,207,02373,224,U,1,1
2604491,03,2,2,2,1,1,2,1,2,1,,207,02373,224,U,1,1
2604491,02,2,5,1,1,1,1,1,5,1,,207,02373,224,U,1,1
2604491,01,3,1,1,1,1,2,1,1,1,,207,02373,224,U,1,1
2604532,01,3,1,1,1,1,1,1,3,1,,901,02374,227,U,1,4
2604532,05,3,1,1,1,1,1,1,1,1,,901,02374,227,U,1,4
2604532,04,3,2,1,1,1,2,1,5,1,,901,02374,227,U,1,4
2604544,03,2,1,1,1,1,2,1,1,1,,989,02375,227,U,1,4
2604544,05,3,1,1,1,1,1,1,4,1,,989,02375,227,U,1,4
2604566,05,2,1,1,1,1,1,2,5,1,,2413,02376,226,U,1,3
2604566,01,2,2,1,1,1,1,2,5,1,,2413,02376,226,U,1,3
2604566,02,2,4,1,1,1,2,2,4,1,,2413,02376,226,U,1,3
2604566,03,2,1,1,1,1,1,2,3,1,,2413,02376,226,U,1,3
2604566,04,3,1,1,1,1,1,1,4,1,,2413,02376,226,U,1,3
2604740,05,3,1,1,1,1,1,1,2,1,,2287,02377,226,U,1,3
2604740,02,3,1,1,1,1,1,1,3,1,,2287,02377,226,U,1,3
2604740,01,3,1,1,1,1,1,1,3,1,,2287,02377,226,U,1,3
2604764,04,3,1,1,1,1,2,2,1,1,,1566,02378,225,U,1,2
2604764,03,2,1,1,1,1,1,1,5,1,,1566,02378,225,U,1,2
2604764,02,2,1,1,1,1,2,2,3,1,,1566,02378,225,U,1,2
2604764,05,2,1,1,1,1,1,1,8,1,,1566,02378,225,U,1,2
2604764,01,3,1,1,1,1,1,1,3,1,,1566,02378,225,U,1,2
2604861,04,2,1,1,1,1,1,1,4,1,,2358,02379,226,U,1,3
2604861,05,2,1,1,1,1,1,1,5,1,,2358,02379,226,U,1,3
2604861,01,2,1,1,1,1,1,1,2,1,,2358,02379,226,U,1,3
2604861,02,2,1,1,1,1,1,1,3,1,,2358,02379,226,U,1,3
2604861,03,3,1,1,1,1,1,1,2,1,,2358,02379,226,U,1,3
2604926,05,3,1,1,1,1,1,1,5,1,,2332,02380,226,U,1,3
2604926,04,3,1,1,1,1,2,1,1,1,,2332,02380,226,U,1,3
2604926,03,3,1,2,1,1,1,1,7,1,,2332,02380,226,U,1,3
2604926,01,2,1,2,1,1,1,1,6,1,,2332,02380,226,U,1,3
2604966,04,2,1,1,1,1,1,1,2,1,,2095,02381,225,U,1,2
2604966,03,2,2,2,1,1,2,1,7,1,,2095,02381,225,U,1,2
2604966,02,2,1,2,1,1,1,1,6,1,,2095,02381,225,U,1,2
2604966,05,2,1,2,1,1,1,1,1,1,,2095,02381,225,U,1,2
2604966,01,3,1,1,1,1,1,1,3,1,,2095,02381,225,U,1,2
2605057,01,2,2,2,1,1,1,1,10,1,,265,02382,224,U,1,1
2605057,02,2,2,2,1,1,1,1,2,1,,265,02382,224,U,1,1
2605057,05,2,2,2,1,1,2,1,3,1,,265,02382,224,U,1,1
2605072,02,3,1,1,1,1,1,1,4,1,,2224,02383,225,U,1,2
2605072,04,3,1,1,1,1,1,1,5,1,,2224,02383,225,U,1,2
2605072,05,3,1,1,1,1,1,1,4,1,,2224,02383,225,U,1,2
2605072,01,3,1,1,1,1,1,1,6,1,,2224,02383,225,U,1,2
2605072,03,2,1,1,1,1,2,2,3,1,,2224,02383,225,U,1,2
2605121,03,3,1,2,1,1,1,1,5,1,,243,02384,224,U,1,1
2605121,01,3,1,1,1,1,1,1,3,1,,243,02384,224,U,1,1
2605121,04,2,1,2,1,1,1,1,7,1,,243,02384,224,U,1,1
2605121,02,3,1,1,1,1,1,1,4,1,,243,02384,224,U,1,1
2605137,03,2,2,2,1,2,2,2,4,1,,214,02385,224,U,1,1
2605137,04,2,2,2,1,1,1,1,10,1,,214,02385,224,U,1,1
2605137,05,2,2,2,1,1,1,1,2,1,,214,02385,224,U,1,1
2605137,02,2,2,5,1,1,1,1,2,1,,214,02385,224,U,1,1
2605200,05,2,1,1,1,1,2,2,7,1,,1864,02386,225,U,1,2
2605200,03,3,1,1,1,1,1,1,4,1,,1864,02386,225,U,1,2
2605200,04,2,1,1,1,1,2,1,3,1,,1864,02386,225,U,1,2
2605200,01,2,1,1,1,1,1,1,3,1,,1864,02386,225,U,1,2
2605200,02,2,1,1,1,1,2,1,1,1,,1864,02386,225,U,1,2
2605364,10,3,1,1,1,1,1,1,4,1,,2511,02387,221,U,2,2
2605364,03,2,1,1,1,1,1,1,2,1,,2511,02387,221,U,2,2
2605364,12,2,1,2,1,1,1,2,10,1,,2511,02387,221,U,2,2
2605364,09,2,2,2,1,1,1,2,1,1,,2511,02387,221,U,2,2
2605364,08,2,1,1,1,1,1,1,3,1,,2511,02387,221,U,2,2
2605364,04,1,2,1,1,1,1,2,3,1,,2511,02387,221,U,2,2
2605364,01,2,1,1,1,1,1,1,3,1,,2511,02387,221,U,2,2
2605364,18,3,1,1,1,1,1,1,5,1,,2511,02387,221,U,2,2
2605364,14,3,1,1,1,1,1,1,1,1,,2511,02387,221,U,2,2
2605364,13,2,1,1,1,1,1,1,7,1,,2511,02387,221,U,2,2
2605364,06,1,2,2,1,1,2,2,5,1,,2511,02387,221,U,2,2
2605364,05,2,1,1,1,1,1,1,5,1,,2511,02387,221,U,2,2
2605364,20,3,1,1,1,1,1,1,2,1,,2511,02387,221,U,2,2
2605364,19,3,1,1,1,1,1,1,1,1,,2511,02387,221,U,2,2
2605364,17,3,1,1,1,1,1,1,6,1,,2511,02387,221,U,2,2
2605364,11,3,1,1,1,1,1,1,4,1,,2511,02387,221,U,2,2
2605364,02,3,1,1,1,1,1,1,5,1,,2511,02387,221,U,2,2
2605789,15,2,1,1,1,2,2,2,1,1,,2678,02388,221,U,2,2
2605789,16,3,1,1,1,1,1,2,5,1,,2678,02388,221,U,2,2
2605789,18,2,1,1,1,1,2,2,1,1,,2678,02388,221,U,2,2
2605789,19,2,1,1,1,1,1,2,1,1,,2678,02388,221,U,2,2
2605789,05,2,2,5,1,1,1,1,5,1,,2678,02388,221,U,2,2
2605789,06,2,2,1,1,2,2,2,1,1,,2678,02388,221,U,2,2
2605789,10,2,1,1,1,2,2,2,1,1,,2678,02388,221,U,2,2
2605789,11,2,1,1,1,1,2,2,2,1,,2678,02388,221,U,2,2
2605789,12,2,1,1,1,1,2,2,3,1,,2678,02388,221,U,2,2
2605789,09,2,1,1,1,1,1,1,6,2,2,2678,02388,221,U,2,2
2605789,14,2,1,1,1,1,2,2,5,1,,2678,02388,221,U,2,2
2605789,01,1,2,1,1,1,1,1,6,1,,2678,02388,221,U,2,2
2605789,02,1,2,1,1,1,1,1,5,1,,2678,02388,221,U,2,2
2605789,04,2,2,1,1,2,2,2,5,1,,2678,02388,221,U,2,2
2605789,08,2,1,1,1,1,1,1,2,1,,2678,02388,221,U,2,2
2605789,03,2,1,2,1,1,2,2,2,1,,2678,02388,221,U,2,2
2605789,07,1,2,1,1,1,2,2,7,1,,2678,02388,221,U,2,2
2605789,20,2,1,1,1,1,2,1,1,1,,2678,02388,221,U,2,2
2605789,17,2,1,1,1,1,1,1,4,1,,2678,02388,221,U,2,2
2605814,14,3,1,1,1,1,1,1,4,1,,2640,02389,221,U,2,3
2605814,11,3,1,1,1,1,1,1,4,2,2,2640,02389,221,U,2,3
2605814,10,3,1,1,1,1,1,1,1,1,,2640,02389,221,U,2,3
2605814,15,3,1,1,1,1,1,1,2,1,,2640,02389,221,U,2,3
2605814,20,3,1,1,1,1,1,1,1,1,,2640,02389,221,U,2,3
2605814,13,3,1,1,1,1,1,2,4,1,,2640,02389,221,U,2,3
2605814,12,2,1,1,1,1,1,2,1,1,,2640,02389,221,U,2,3
2605814,05,2,2,2,1,2,2,2,1,1,,2640,02389,221,U,2,3
2605814,04,2,1,1,1,1,1,1,5,1,,2640,02389,221,U,2,3
2605814,08,3,1,1,1,1,1,2,5,1,,2640,02389,221,U,2,3
2605814,18,3,1,1,1,1,1,1,1,1,,2640,02389,221,U,2,3
2605814,17,2,1,1,1,1,2,2,1,1,,2640,02389,221,U,2,3
2605814,16,3,1,1,1,1,1,1,6,1,,2640,02389,221,U,2,3
2605814,03,3,1,1,1,1,1,1,5,1,,2640,02389,221,U,2,3
2605814,01,3,1,1,1,1,1,1,1,1,,2640,02389,221,U,2,3
2605814,07,3,1,1,1,1,1,1,3,1,,2640,02389,221,U,2,3
2605814,02,2,1,1,1,2,1,2,1,1,,2640,02389,221,U,2,3
2606265,10,3,1,1,1,1,1,1,4,1,,4921,02390,221,U,3,2
2606265,19,1,2,1,1,1,2,2,4,1,,4921,02390,221,U,3,2
2606265,04,2,1,1,1,2,2,2,2,1,,4921,02390,221,U,3,2
2606265,05,2,1,1,1,1,1,2,6,1,,4921,02390,221,U,3,2
2606265,11,2,2,1,1,2,2,2,3,1,,4921,02390,221,U,3,2
2606265,20,2,1,1,1,1,1,1,3,1,,4921,02390,221,U,3,2
2606265,13,3,1,1,1,1,1,2,6,1,,4921,02390,221,U,3,2
2606265,14,2,2,1,1,1,1,2,3,1,,4921,02390,221,U,3,2
2606265,15,2,2,1,1,2,2,2,6,1,,4921,02390,221,U,3,2
2606265,16,2,1,1,1,1,2,2,4,1,,4921,02390,221,U,3,2
2606265,17,2,2,1,1,1,2,1,7,1,,4921,02390,221,U,3,2
2606265,02,2,2,1,1,1,2,2,8,1,,4921,02390,221,U,3,2
2606265,06,2,2,1,1,1,1,2,2,1,,4921,02390,221,U,3,2
2606265,07,2,1,1,1,1,2,1,5,1,,4921,02390,221,U,3,2
2606265,08,2,1,1,1,1,1,2,2,1,,4921,02390,221,U,3,2
2606265,09,3,1,1,1,1,1,1,1,1,,4921,02390,221,U,3,2
2606265,01,2,1,1,1,1,1,2,1,1,,4921,02390,221,U,3,2
2660034,13,1,1,2,1,1,2,2,3,1,,518,02391,222,R,4,1
2660034,06,2,1,2,1,1,1,1,6,1,,518,02391,222,R,4,1
2660034,15,2,2,2,1,1,2,2,5,1,,518,02391,222,R,4,1
2660034,16,2,2,2,1,1,2,2,5,1,,518,02391,222,R,4,1
2660034,17,2,2,5,1,2,2,2,2,1,,518,02391,222,R,4,1
2660034,18,2,2,2,1,2,2,2,2,1,,518,02391,222,R,4,1
2660034,01,2,2,2,1,1,2,2,2,1,,518,02391,222,R,4,1
2660034,07,2,2,2,1,1,1,1,12,1,,518,02391,222,R,4,1
2660034,02,2,2,2,1,1,1,2,2,1,,518,02391,222,R,4,1
2660034,03,2,2,2,1,2,2,2,4,1,,518,02391,222,R,4,1
2660034,10,2,2,2,1,1,2,2,3,1,,518,02391,222,R,4,1
2660034,04,2,1,2,1,1,1,1,6,1,,518,02391,222,R,4,1
2660034,09,2,2,2,1,1,2,2,9,1,,518,02391,222,R,4,1
2660034,05,2,2,2,1,2,2,2,5,1,,518,02391,222,R,4,1
2660034,12,2,2,2,1,1,1,1,4,1,,518,02391,222,R,4,1
2660034,19,2,2,2,1,2,2,2,2,1,,518,02391,222,R,4,1
2660034,20,2,2,2,1,1,2,1,3,1,,518,02391,222,R,4,1
2660034,14,2,2,2,1,2,2,2,7,1,,518,02391,222,R,4,1
2660035,10,2,2,2,1,1,2,2,5,1,,543,02392,222,R,4,1
2660035,11,2,1,2,1,1,2,2,3,1,,543,02392,222,R,4,1
2660035,12,2,4,2,1,2,2,2,1,1,,543,02392,222,R,4,1
2660035,19,2,2,2,1,2,2,2,6,1,,543,02392,222,R,4,1
2660035,20,2,2,2,1,2,2,2,4,1,,543,02392,222,R,4,1
2660035,02,2,1,2,1,2,2,2,6,1,,543,02392,222,R,4,1
2660035,07,1,2,2,1,2,2,2,5,1,,543,02392,222,R,4,1
2660035,13,3,1,2,1,1,1,1,7,1,,543,02392,222,R,4,1
2660035,03,2,1,2,1,1,1,2,4,1,,543,02392,222,R,4,1
2660035,04,2,2,2,1,1,2,2,4,1,,543,02392,222,R,4,1
2660035,05,2,2,2,1,1,2,2,2,1,,543,02392,222,R,4,1
2660035,14,2,2,2,1,1,2,1,6,1,,543,02392,222,R,4,1
2660035,01,2,2,5,1,1,1,2,7,2,2,543,02392,222,R,4,1
2660035,06,2,2,2,1,1,1,1,7,1,,543,02392,222,R,4,1
2660035,08,2,2,2,1,1,2,2,2,1,,543,02392,222,R,4,1
2660035,09,2,4,5,1,2,2,2,2,1,,543,02392,222,R,4,1
2660035,15,1,2,2,1,1,1,2,3,1,,543,02392,222,R,4,1
2660035,16,2,2,2,1,2,2,2,5,1,,543,02392,222,R,4,1
2660035,17,2,2,2,1,1,2,1,5,1,,543,02392,222,R,4,1
2660035,18,2,2,2,1,1,2,1,6,1,,543,02392,222,R,4,1
2660195,14,2,1,2,1,1,1,1,4,1,,399,02393,222,R,4,1
2660195,10,1,2,5,1,1,2,1,2,1,,399,02393,222,R,4,1
2660195,15,3,2,2,1,1,1,1,5,1,,399,02393,222,R,4,1
2660195,13,2,2,2,1,1,1,1,6,1,,399,02393,222,R,4,1
2660195,21,2,2,2,1,1,2,1,2,1,,399,02393,222,R,4,1
2660195,20,1,2,2,1,1,2,2,1,1,,399,02393,222,R,4,1
2660195,17,2,2,2,1,1,2,1,2,1,,399,02393,222,R,4,1
2660195,16,2,2,2,1,1,1,1,4,1,,399,02393,222,R,4,1
2660195,01,2,2,5,1,1,1,1,1,1,,399,02393,222,R,4,1
2660195,19,1,2,2,1,1,2,1,1,1,,399,02393,222,R,4,1
2660195,05,2,2,5,1,1,2,2,4,1,,399,02393,222,R,4,1
2660195,04,2,2,2,1,1,1,1,1,1,,399,02393,222,R,4,1
2660195,03,3,1,2,1,1,1,1,5,1,,399,02393,222,R,4,1
2660195,09,2,2,5,1,1,1,1,3,1,,399,02393,222,R,4,1
2660195,11,2,2,2,1,1,2,1,4,1,,399,02393,222,R,4,1
2660195,12,2,2,2,1,1,1,1,2,1,,399,02393,222,R,4,1
2660195,07,2,2,5,1,1,1,1,3,1,,399,02393,222,R,4,1
2660195,08,1,2,5,1,2,2,2,1,1,,399,02393,222,R,4,1
2660199,16,2,1,1,1,1,2,1,2,1,,234,02394,222,R,4,1
2660199,15,2,1,2,1,1,2,2,1,1,,234,02394,222,R,4,1
2660199,13,2,1,2,1,1,2,1,3,1,,234,02394,222,R,4,1
2660199,03,2,1,2,1,1,1,1,6,1,,234,02394,222,R,4,1
2660199,20,2,1,1,1,1,1,1,3,1,,234,02394,222,R,4,1
2660199,19,2,1,1,1,1,1,1,3,1,,234,02394,222,R,4,1
2660199,11,2,2,2,1,1,2,2,1,1,,234,02394,222,R,4,1
2660199,12,2,1,2,1,1,2,2,2,1,,234,02394,222,R,4,1
2660199,05,2,2,2,1,1,2,1,2,1,,234,02394,222,R,4,1
2660199,04,2,2,2,1,1,2,2,3,1,,234,02394,222,R,4,1
2660199,02,2,2,2,1,1,2,1,2,1,,234,02394,222,R,4,1
2660199,01,2,6,2,1,1,1,1,4,1,,234,02394,222,R,4,1
2660199,18,2,1,1,1,1,1,2,1,1,,234,02394,222,R,4,1
2660201,07,2,2,2,1,1,1,1,4,1,,423,02395,223,R,4,2
2660201,19,2,2,2,1,1,2,2,2,1,,423,02395,223,R,4,2
2660201,18,2,2,2,1,1,1,2,3,1,,423,02395,223,R,4,2
2660201,21,2,2,2,1,1,2,2,1,1,,423,02395,223,R,4,2
2660201,17,2,2,2,1,1,1,2,5,1,,423,02395,223,R,4,2
2660201,15,2,2,5,1,1,2,1,6,1,,423,02395,223,R,4,2
2660201,13,2,2,5,1,1,1,1,4,1,,423,02395,223,R,4,2
2660201,12,3,2,2,1,1,2,1,5,1,,423,02395,223,R,4,2
2660201,11,2,1,5,1,1,1,1,3,1,,423,02395,223,R,4,2
2660201,20,2,1,2,1,1,2,1,3,1,,423,02395,223,R,4,2
2660201,16,2,1,2,1,1,1,1,5,1,,423,02395,223,R,4,2
2660201,04,2,1,2,1,1,1,1,3,1,,423,02395,223,R,4,2
2660201,03,2,1,2,1,1,1,1,5,1,,423,02395,223,R,4,2
2660201,02,2,2,5,1,1,2,2,4,1,,423,02395,223,R,4,2
2660201,01,2,2,5,1,1,2,2,4,1,,423,02395,223,R,4,2
2660201,09,2,2,2,1,1,1,2,4,1,,423,02395,223,R,4,2
2660201,08,2,2,2,1,1,1,1,3,1,,423,02395,223,R,4,2
2660201,06,2,2,2,1,1,1,1,7,1,,423,02395,223,R,4,2
2660294,15,3,1,2,1,1,1,1,4,1,,519,02396,223,R,4,2
2660294,19,3,1,2,1,1,1,1,3,1,,519,02396,223,R,4,2
2660294,13,2,2,2,1,1,2,2,6,1,,519,02396,223,R,4,2
2660294,10,2,2,2,1,1,2,1,4,1,,519,02396,223,R,4,2
2660294,20,3,2,2,1,1,1,1,1,1,,519,02396,223,R,4,2
2660294,18,2,2,2,1,1,2,2,5,1,,519,02396,223,R,4,2
2660294,17,2,2,2,1,1,1,2,8,1,,519,02396,223,R,4,2
2660294,16,2,2,2,1,1,2,2,2,1,,519,02396,223,R,4,2
2660294,11,2,1,2,1,1,1,1,4,1,,519,02396,223,R,4,2
2660294,05,2,2,2,1,1,1,1,4,1,,519,02396,223,R,4,2
2660294,03,2,2,2,1,1,1,1,2,1,,519,02396,223,R,4,2
2660294,09,3,1,2,1,1,1,1,4,1,,519,02396,223,R,4,2
2660294,08,2,2,2,1,1,2,2,2,1,,519,02396,223,R,4,2
2660294,06,2,1,2,1,1,1,2,4,1,,519,02396,223,R,4,2
2660294,12,2,2,2,1,1,1,1,2,1,,519,02396,223,R,4,2
2660294,02,2,2,2,1,2,2,2,5,1,,519,02396,223,R,4,2
2660294,01,2,2,2,1,1,1,2,10,1,,519,02396,223,R,4,2
2660294,14,2,1,2,1,1,1,1,5,1,,519,02396,223,R,4,2
2660346,04,2,2,2,1,1,1,1,3,1,,642,02397,223,R,4,2
2660346,11,2,1,2,1,1,1,1,2,1,,642,02397,223,R,4,2
2660346,21,3,1,2,1,1,2,2,2,1,,642,02397,223,R,4,2
2660346,17,2,1,2,1,1,1,1,4,1,,642,02397,223,R,4,2
2660346,09,2,2,5,1,1,1,1,2,1,,642,02397,223,R,4,2
2660346,08,1,2,2,1,1,1,2,5,1,,642,02397,223,R,4,2
2660346,10,2,2,2,2,2,2,2,3,1,,642,02397,223,R,4,2
2660346,16,2,2,2,1,1,1,2,3,1,,642,02397,223,R,4,2
2660346,13,2,1,2,1,1,1,2,4,1,,642,02397,223,R,4,2
2660346,19,2,2,2,1,1,1,1,1,1,,642,02397,223,R,4,2
2660346,18,2,2,2,1,1,2,1,6,1,,642,02397,223,R,4,2
2660346,07,2,2,2,1,1,1,2,7,1,,642,02397,223,R,4,2
2660346,06,2,2,2,1,2,2,2,3,1,,642,02397,223,R,4,2
2660346,05,2,2,2,1,1,2,2,3,1,,642,02397,223,R,4,2
2660346,15,2,1,2,1,1,1,1,5,1,,642,02397,223,R,4,2
2660346,14,2,1,2,1,1,1,1,4,1,,642,02397,223,R,4,2
2660346,20,1,2,2,1,2,2,2,3,1,,642,02397,223,R,4,2
2660346,03,2,1,2,1,1,2,2,4,1,,642,02397,223,R,4,2
2660346,12,2,1,2,1,1,1,2,5,1,,642,02397,223,R,4,2
2660346,01,2,2,2,1,1,2,2,4,1,,642,02397,223,R,4,2
2660346,02,2,2,2,1,1,2,2,4,1,,642,02397,223,R,4,2
2660395,18,2,1,2,1,1,1,1,5,1,,475,02398,223,R,4,2
2660395,03,3,2,2,1,1,1,2,1,1,,475,02398,223,R,4,2
2660395,10,2,1,2,1,1,1,1,9,1,,475,02398,223,R,4,2
2660395,09,2,1,2,1,1,2,2,2,1,,475,02398,223,R,4,2
2660395,08,2,1,2,1,1,1,1,6,1,,475,02398,223,R,4,2
2660395,16,2,6,2,1,1,1,1,3,1,,475,02398,223,R,4,2
2660395,15,2,2,2,1,1,2,2,5,1,,475,02398,223,R,4,2
2660395,07,2,2,2,1,1,2,1,7,1,,475,02398,223,R,4,2
2660395,04,2,2,2,1,1,2,1,5,1,,475,02398,223,R,4,2
2660395,02,3,2,2,1,1,2,2,1,1,,475,02398,223,R,4,2
2660395,14,2,2,2,1,2,2,2,1,1,,475,02398,223,R,4,2
2660395,11,2,2,2,1,1,1,1,7,1,,475,02398,223,R,4,2
2660395,06,3,2,2,1,1,1,1,1,1,,475,02398,223,R,4,2
2660395,13,2,2,2,1,1,2,2,9,1,,475,02398,223,R,4,2
2660395,01,2,2,2,1,1,1,2,5,1,,475,02398,223,R,4,2
2660395,20,2,2,2,1,1,1,2,3,1,,475,02398,223,R,4,2
2660395,19,3,1,2,1,1,1,1,4,1,,475,02398,223,R,4,2
2660395,17,2,1,2,1,1,2,1,4,1,,475,02398,223,R,4,2
2660455,16,2,2,1,1,2,2,2,3,1,,469,02399,222,R,4,1
2660455,15,2,2,1,1,1,2,2,5,1,,469,02399,222,R,4,1
